no,vowel,isPre,distance_to_target,distance_to_closest,closest_phoneme
17,ʊ,False,0.7994301801952235,8.66480864999164,u
17,u,False,2.0386414042066234,9.863566978086402,ʊ
18,i,False,2.0047387032309434,9.192136472034688,ɪ
18,ɪ,False,0.6193734087074796,12.021721801888301,ɛ
18,ɛ,False,2.2069155195519397,10.216068741421504,æ
18,æ,False,0.06856100730651687,15.449075233673488,ɛ
18,ʌ,False,0.7632705086449877,5.684908655039549,ɑ
18,ɑ,False,2.799178893807022,6.061351758666348,ʌ
18,ɔ,False,0.013832299944592768,17.09576612820653,ɑ
18,ʊ,False,3.8524744878218895,2.962872608554915,u
18,u,False,0.4135319309382395,12.706365698931105,ɔ
19,i,False,13.253417599056435,66.5790644705039,ɪ
19,ɪ,False,8.837688598015728,5.645368311147644,ɛ
19,ɛ,False,9.22962456601875,15.579647424656986,ɪ
19,æ,False,4.358388509342832,11.17053393330034,ɛ
19,ʌ,False,1.25104123852079,2.7417359677896807,ɑ
19,ɑ,False,0.20541038386880955,12.080658010623697,ɔ
19,ɔ,False,2.9427835059685825,4.2257643956939965,ɑ
19,ʊ,False,0.16227839199850935,9.310831212024944,u
19,u,False,3.3657774155232145,14.5646510715495,ʊ
20,i,False,0.21994772746104357,23.212503998615816,ɪ
20,ɪ,False,0.5255003877673423,9.824638002309305,ɛ
20,ɛ,False,1.4008048236250639,4.099033577739648,æ
20,æ,False,1.1344383026056895,14.675610032195614,ɛ
20,ʌ,False,0.3074010112829778,6.385065814651082,ɑ
20,ɑ,False,0.9182147521595204,4.642244887505708,ʌ
20,ɔ,False,1.8403962324993488,6.2731321227565955,ɑ
20,ʊ,False,1.5049594703657507,3.435972721791875,u
20,u,False,1.786354617741512,15.297924089329573,ɔ
21,i,False,0.20862962877365326,22.33285710523932,ɪ
21,ɪ,False,0.6986127272272776,5.587404987894379,ɛ
21,ɛ,False,0.10653386605067461,6.530257553038735,æ
21,æ,False,0.5417957714076981,8.324461592953684,ɛ
21,ʌ,False,0.3252016628859426,4.6602698589466875,ɑ
21,ɑ,False,0.5541872621916464,9.072784636390166,ɔ
21,ɔ,False,1.5588934324863903,8.882476330156454,ɑ
21,ʊ,False,0.35514635371210185,7.2540837937694835,u
21,u,False,2.447389398104564,19.81192614209031,ʊ
22,i,False,1.9729155211918175,9.305772916211906,ɪ
22,ɪ,False,0.3387440270811515,9.907472787336166,ɛ
22,ɛ,False,0.9665452110988415,9.1455215891931,æ
22,æ,False,1.4041193419212386,7.803669783852398,ɛ
22,ʌ,False,5.189962816619844,1.2044465385165213,ɑ
22,ɑ,False,2.5374356363035404,1.4524886172619382,ʌ
22,ɔ,False,2.2761962832781064,9.169858149682172,ɑ
22,ʊ,False,3.297384307359667,6.95734024910893,ɔ
22,u,False,6.341203233895924,17.977424081308538,ɔ
23,i,False,0.28638592230386417,22.263209331625685,ɪ
23,ɪ,False,0.5755249361692745,5.655022145862127,ɛ
23,ɛ,False,1.759658654476926,5.989372591417075,æ
23,æ,False,0.18986006316194406,20.034027875445513,ɛ
23,ʌ,False,1.9058029264168472,3.8219727606655627,ɑ
23,ɑ,False,0.9638352476179248,3.521440830522426,ʌ
23,ɔ,False,0.9662317289314892,12.998598815642312,ʊ
23,ʊ,False,0.33722457419649343,8.73051311795432,u
23,u,False,1.5560254751408649,16.282882080659206,ɔ
24,i,False,0.6039881550207552,26.316838867608745,ɪ
24,ɪ,False,0.45367386114454505,10.819690899383245,ɛ
24,ɛ,False,1.7869528347470265,4.591750070813177,æ
24,æ,False,0.5376465443494824,9.152398462249508,ɛ
24,ʌ,False,0.9085193078532421,10.605854310255289,ɑ
24,ɑ,False,0.5967710657442348,7.063297494831055,ʌ
24,ɔ,False,0.16826791270936098,16.366472635257747,ɑ
24,ʊ,False,1.1217059705214036,5.611632457074636,u
24,u,False,1.5952804920113643,12.583118930602563,ɔ
25,i,False,4.4180360578385365,18.22635269210693,ɪ
25,ɪ,False,0.9300606609161226,9.87874480858742,ɛ
25,ɛ,False,3.16106789668717,8.866929663671595,ɪ
25,æ,False,2.8150075257894263,8.156357997264411,ɛ
25,ʌ,False,0.6060820653065245,4.107266357263635,ɑ
25,ɑ,False,1.1007183801307707,13.173676921785406,ʌ
25,ɔ,False,1.4339628294583822,23.602811844983478,u
25,ʊ,False,0.1331569150992126,7.3365248850873686,u
25,u,False,1.32917068415208,3.8478662942403092,ʊ
26,i,False,7.042410459391206,25.484591467090908,ɪ
26,ɪ,False,2.4410761556704776,11.86944634703593,ɛ
26,ɛ,False,0.875940137412731,6.440590093240741,æ
26,æ,False,1.0843734625461587,10.020043566292905,ɛ
26,ʌ,False,1.3932566107894346,8.386164405792147,ɑ
26,ɑ,False,0.06379208425961962,7.899609948236761,ʌ
26,ɔ,False,0.34647687868031984,20.100988585928846,ɑ
26,ʊ,False,1.7706478904918994,10.910051963372549,ɔ
26,u,False,0.6671021069102329,9.129866027441341,ɔ
27,i,False,0.910208565722983,11.548057952016967,ɪ
27,ɪ,False,3.720510312993755,10.311523296303944,i
27,ɛ,False,2.77813469255058,2.5166491632897374,ɪ
27,æ,False,0.18602958223691568,20.49637488962502,ɛ
27,ʌ,False,0.8544388488766343,8.502211855509,ɑ
27,ɑ,False,0.2619091402373111,12.099650003931586,ɔ
27,ɔ,False,0.6881519824561044,9.423579707376526,ɑ
27,ʊ,False,0.32530778761677825,5.215053369351307,u
27,u,False,0.46905466588125466,10.649425535590384,ʊ
28,i,False,0.4574312938897711,25.254919789526518,ɪ
28,ɪ,False,3.9820742803021107,8.879873451034555,ɛ
28,ɛ,False,0.21153707099593216,8.624844996483585,æ
28,æ,False,0.07078965461552988,12.953939843768364,ɛ
28,ʌ,False,2.3405343388853654,14.90989072552493,ɑ
28,ɑ,False,4.408968354302123,15.663613764227335,ʌ
28,ɔ,False,0.611397060031222,16.3074720242395,ɑ
28,ʊ,False,0.4811390708524209,8.86268961362195,u
28,u,False,1.5220238463249136,8.201806854387423,ɔ
29,i,False,1.0478841281534392,11.417536455448229,ɪ
29,ɪ,False,2.243793237847758,10.50616569888718,i
29,ɛ,False,0.7254397551837753,6.624745539182427,ɪ
29,æ,False,1.3728323642861047,9.093882289368324,ɛ
29,ʌ,False,1.908107493809589,6.270744981391956,ɑ
29,ɑ,False,2.16595830825142,16.128967202564386,ʌ
29,ɔ,False,1.7605054189800098,6.289152759946903,ɑ
29,ʊ,False,0.899369183021896,5.803614551278042,u
29,u,False,0.4606729878904379,13.673762209101517,ɔ
30,i,False,2.6187158974035967,22.41252808335658,ɪ
30,ɪ,False,0.4078493342560772,8.32272066360669,ɛ
30,ɛ,False,0.6589151803207193,6.396970314275837,æ
30,æ,False,4.798502350263497,3.141245457358792,ɛ
30,ʌ,False,0.4926447155260197,4.892254021453495,ɑ
30,ɑ,False,0.05429258830406271,9.580815102687056,ʌ
30,ɔ,False,1.879548865400082,5.8938720134499665,ɑ
30,ʊ,False,0.9446333545944292,9.860760878739605,ɔ
30,u,False,0.6939562368931513,13.149523116284692,ɔ
31,i,False,1.8403096289237981,31.647472054860962,ɪ
31,ɪ,False,2.338633397058741,2.8806578040981825,ɛ
31,ɛ,False,1.5216111531426753,5.894048553175992,æ
31,æ,False,2.1753183749201366,16.804798072914373,ɛ
31,ʌ,False,0.05062528565992404,8.163483251618214,ɑ
31,ɑ,False,0.5295088398428442,7.3254895265391395,ʌ
31,ɔ,False,1.335444893532445,23.534496498002543,ʊ
31,ʊ,False,0.0726758118224458,7.194383238050484,u
31,u,False,1.8140452746157103,16.358225376677602,ʊ
32,i,False,0.39705605211077644,24.470857038081775,ɪ
32,ɪ,False,2.075140889469472,9.106049150239365,i
32,ɛ,False,1.2501598179655529,4.776552773145615,æ
32,æ,False,1.292355069260866,10.004116316974036,ɛ
32,ʌ,False,1.1756573961763,13.178713740692853,ɑ
32,ɑ,False,0.2297678235833364,9.968703596273112,ɔ
32,ɔ,False,2.9244577257574202,7.662930680616393,ɑ
32,ʊ,False,0.39500668097490726,4.671003283073404,u
32,u,False,0.06341220273334891,12.824975271317324,ʊ
33,i,False,0.6831337840487907,26.893621480914263,ɪ
33,ɪ,False,0.6990627573115374,10.709148532803558,ɛ
33,ɛ,False,0.06746759201228873,8.648159202645704,æ
33,æ,False,1.716912095519415,5.257491166542623,ɛ
33,ʌ,False,0.03393429475748067,6.349686449770111,ɑ
33,ɑ,False,0.43293844504961926,13.620809964513018,ʌ
33,ɔ,False,0.6088879100292304,10.190337690709093,ɑ
33,ʊ,False,1.1755813973107314,12.64072219039307,ɔ
33,u,False,1.2384908983214185,16.95194316812717,ʊ
34,i,False,1.4340705248680754,14.939513605647665,ɪ
34,ɪ,False,0.39350178583366685,11.086981482916636,ɛ
34,ɛ,False,1.23463216738616,8.63215420412031,ɪ
34,æ,False,0.35240518735394016,22.61276786844173,ɛ
34,ʌ,False,3.1369595623193547,7.782721424628719,ɑ
34,ɑ,False,0.5416545149537736,11.700128297008025,ʌ
34,ɔ,False,0.47830820327804596,11.944369721664348,ɑ
34,ʊ,False,4.955079524060528,0.9852779943981369,u
34,u,False,1.7313953345288218,7.257661498194088,ʊ
35,i,False,0.3636236692942347,15.336474659494979,ɪ
35,ɪ,False,0.1496335744093482,7.613002816892364,ɛ
35,ɛ,False,0.7702125317311109,6.086494490545063,æ
35,æ,False,0.8340116603653807,12.174499672976001,ɛ
35,ʌ,False,1.596905548098681,3.8455255863160316,ɑ
35,ɑ,False,0.301232407723909,13.124348322286757,ʌ
35,ɔ,False,4.348124350776616,6.20302805626711,ʊ
35,ʊ,False,2.2460315590748543,6.934249287369354,ɔ
35,u,False,2.26672376189692,6.3790533847443465,ʊ
36,i,False,0.5539856492454626,23.16444474194252,ɪ
36,ɪ,False,0.18121946874940523,10.125114055076715,ɛ
36,ɛ,False,0.4978524363148244,5.334834454330805,æ
36,æ,False,1.2414755306830279,30.168583527049396,ɛ
36,ʌ,False,3.1715982239659466,18.173742437694795,ɑ
36,ɑ,False,1.8066281696070225,4.046711145901418,ʌ
36,ɔ,False,0.15089365370499253,18.210613136599942,ɑ
36,ʊ,False,1.4922551614588608,2.7145735961158657,u
36,u,False,0.9976264121228763,8.681585126354815,ɔ
37,i,False,0.3530449249851533,19.652172063454316,ɪ
37,ɪ,False,0.1965537842944879,6.457598296427507,ɛ
37,ɛ,False,0.4530100044370194,6.808650823485032,æ
37,æ,False,0.8533528416601964,26.407688181523273,ɛ
37,ʌ,False,1.1099792059063827,4.52169875982968,ɑ
37,ɑ,False,0.21335855407821036,6.275450766989406,ʌ
37,ɔ,False,0.09684458213121394,18.275662346002697,ɑ
37,ʊ,False,0.15925406533655637,6.071003868615328,u
37,u,False,0.13200697076401696,13.539718290299184,ʊ
38,i,False,1.831307988398355,9.003259745106138,ɪ
38,ɪ,False,0.47122704620769906,11.771024006124637,ɛ
38,ɛ,False,0.12453982394518764,9.006796528450606,æ
38,æ,False,0.9930663451316415,28.633831570479305,ɛ
38,ʌ,False,1.344259134358906,3.4921426130966404,ɑ
38,ɑ,False,0.9572441571024376,4.238123201131423,ʌ
38,ɔ,False,0.8118274820937244,13.117110440426917,ʊ
38,ʊ,False,0.9745859710908831,7.360459985115622,u
38,u,False,1.0465837176003463,9.58005162807316,ɔ
39,i,False,1.2720087346621813,11.451986825992591,ɪ
39,ɪ,False,3.7163032399754656,6.046108579427606,i
39,ɛ,False,0.5552068184608174,8.69883503647883,ɪ
39,æ,False,2.488134816063807,33.06479889614266,ɛ
39,ʌ,False,0.38797506304161583,8.238520433679987,ɑ
39,ɑ,False,0.895876054540136,7.85024105260355,ɔ
39,ɔ,False,2.7056263279894788,21.43948505345032,u
39,ʊ,False,5.487580602919477,10.338047213534544,u
39,u,False,3.0434887321768227,4.343161628123546,ʊ
40,i,False,2.21605126631424,14.752405289270971,ɪ
40,ɪ,False,0.5001685616869027,5.867396028344388,ɛ
40,ɛ,False,1.610041271139692,4.512109968153501,ɪ
40,æ,False,0.0020761887395032972,15.80158430104765,ɛ
40,ʌ,False,0.9438936771219041,4.8122702834353,ɑ
40,ɑ,False,0.874527577772399,16.167164993529276,ʌ
40,ɔ,False,0.5480809446879893,15.50047219691418,ʊ
40,ʊ,False,0.14091138157240854,8.510800989044169,u
40,u,False,1.1365234152773585,8.13212688768012,ɔ
41,i,False,0.2330198512976153,15.708447217787677,ɪ
41,ɪ,False,0.6073060787085139,5.373117786408332,ɛ
41,ɛ,False,0.5284497087552404,8.308823522516377,ɪ
41,æ,False,1.4968433928533926,4.86734176956266,ɛ
41,ʌ,False,1.254288445408438,12.414604548050042,ɑ
41,ɑ,False,3.6814331523364876,17.89824853283887,ɔ
41,ɔ,False,2.1826149239194876,23.470301645206025,ɑ
41,ʊ,False,0.7573714937605872,11.645040331301866,u
41,u,False,0.12343829170552685,8.12581300300748,ʊ
42,i,False,2.7486983734171018,19.867013753257755,ɪ
42,ɪ,False,0.004341684792789463,8.15197462678315,ɛ
42,ɛ,False,1.9656282611450218,8.34782816160081,ɪ
42,æ,False,0.0694217655602017,14.534383119446241,ɛ
42,ʌ,False,1.31691404094757,3.637178709823722,ɑ
42,ɑ,False,0.7919129280823237,14.569479340059576,ɔ
42,ɔ,False,2.0315150710137044,27.462614761994843,ɑ
42,ʊ,False,0.9631546369863397,11.644738255072689,u
42,u,False,1.6790998254902274,3.162362586162134,ʊ
43,i,False,0.9149137242304862,28.38848867409781,ɪ
43,ɪ,False,1.2880524678408776,8.568467688289081,ɛ
43,ɛ,False,1.4607746255227188,4.835889395327628,æ
43,æ,False,1.234060142817287,30.19952839531276,ɛ
43,ʌ,False,1.301366108488855,9.882985917471773,ɑ
43,ɑ,False,6.351561758305869,3.2032813466165955,ʌ
43,ɔ,False,0.3012212929054264,17.045740495181477,ʊ
43,ʊ,False,1.0341221186895464,3.3898542294733205,u
43,u,False,1.4725031825254757,7.382292732699559,ɔ
44,i,False,0.5911954068411168,13.32955159423092,ɪ
44,ɪ,False,3.9023538987899946,4.839922627928681,ɛ
44,ɛ,False,2.410814057686863,7.343125825512762,æ
44,æ,False,0.7409372078102934,26.238994305991795,ɛ
44,ʌ,False,1.5672640064741332,13.969221055700586,ɑ
44,ɑ,False,1.0905039210989396,4.748364236592826,ʌ
44,ɔ,False,0.9910022948136239,12.231529630849128,ʊ
44,ʊ,False,2.6576576260316545,2.316655475447709,u
44,u,False,1.2451797354892613,9.068740846801587,ɔ
45,i,False,0.8540801447977864,14.550230528585105,ɪ
45,ɪ,False,1.7823873812210604,9.893542055617818,ɛ
45,ɛ,False,0.40108658406657893,8.320318533483132,æ
45,æ,False,2.468756911436895,31.811336300665893,ɛ
45,ʌ,False,0.03635808210671061,6.908511650686952,ɑ
45,ɑ,False,0.3973293622612681,6.175050678353369,ʌ
45,ɔ,False,1.5974307710504292,14.762693191634936,u
45,ʊ,False,0.1966887078903185,7.37158662862898,u
45,u,False,1.7003189639631817,2.6653077032497983,ʊ
46,i,False,0.40875207262344637,14.264991827246611,ɪ
46,ɪ,False,0.891687939686509,8.282703741577238,ɛ
46,ɛ,False,0.22780799791245931,9.507567101802724,æ
46,æ,False,0.8972615354060451,27.326367274313412,ɛ
46,ʌ,False,1.4686656557881468,12.280198696325368,ɑ
46,ɑ,False,0.4707446706399591,10.078695885326741,ʌ
46,ɔ,False,1.4655948851895633,11.794298044654159,ʊ
46,ʊ,False,1.5155687215377942,2.7817853096729044,u
46,u,False,0.6014405456140234,9.440295033621837,ɔ
47,i,False,0.9132955540836433,20.89469759470271,ɪ
47,ɪ,False,0.5665237605132756,10.764121293864648,ɛ
47,ɛ,False,3.8381961326636462,5.0988438802429155,ɪ
47,æ,False,0.19000822943202805,11.949670964339845,ɛ
47,ʌ,False,2.008219700647757,2.1162218352694664,ɑ
47,ɑ,False,0.35113951203702404,11.817987270479504,ɔ
47,ɔ,False,0.865049148780715,8.771264146576693,ɑ
47,ʊ,False,1.644731376575841,9.268033316863702,ɔ
47,u,False,0.8330036356651221,8.589354198503852,ɔ
48,i,False,4.6545441633964995,6.4085636869801235,ɪ
48,ɪ,False,1.523591413907613,3.6468766514601882,ɛ
48,ɛ,False,1.7168913800684813,11.716906681843202,ɪ
48,æ,False,4.019355194487702,39.327155301068615,ɛ
48,ʌ,False,0.25777330639377594,5.227943590516901,ɑ
48,ɑ,False,1.8986902983707676,2.9114616589642512,ʌ
48,ɔ,False,4.30644030892839,5.141487998822865,u
48,ʊ,False,3.64652424361449,1.2532251654817612,u
48,u,False,0.3465379924242916,9.989810108742885,ɔ
49,i,False,1.0841748690958237,15.234552879691812,ɪ
49,ɪ,False,0.19842574989803488,9.954768019551038,ɛ
49,ɛ,False,6.265458609815954,11.823840180056308,ɪ
49,æ,False,2.2855196127021458,34.54166607948527,ɛ
49,ʌ,False,3.782304045255268,15.970378025841068,ɑ
49,ɑ,False,1.4454153859728913,6.90150731116674,ɔ
49,ɔ,False,0.3117265681216965,18.122670272113943,ɑ
49,ʊ,False,0.4772080213617943,10.753043987038794,u
49,u,False,0.40897672512143957,6.110860875086803,ʊ
50,i,False,4.267794085484473,17.873698514987574,ɪ
50,ɪ,False,0.4384412181749191,11.334874830103647,ɛ
